stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Code\C\final\cat-small-fight\SourceCode\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.07971] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07972] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07973] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07975] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07976] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07977] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07978] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07979] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07980] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07981] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07982] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07983] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07985] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07986] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07987] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07988] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07989] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07990] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07991] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07992] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07994] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07996] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07998] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07999] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08000] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08001] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08002] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08003] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08004] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08005] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08006] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08007] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08008] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08009] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08010] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08012] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08013] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08014] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08015] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08016] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08017] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08018] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08019] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08020] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08021] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08022] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08023] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08024] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08025] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08026] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08027] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08033] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08034] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08035] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08036] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08037] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08038] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08039] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08041] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08042] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08043] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08044] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08045] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08046] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08047] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08048] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08049] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08050] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08051] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08052] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08053] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08054] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08055] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08056] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08057] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08059] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08060] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08061] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08062] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08063] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.08066] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.08110] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0.08118] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.11349] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.13921] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.13928] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.13933] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.13941] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.13946] Returning d3d_display: 00000000013fb070
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.13947] al_display=00000000013fb070
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.13948] al_display->vt=00000000013faf00
system   D            wsystem.c:874  _al_win_safe_load_library        [   0.13989] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:780  load_library_at_path             [   0.13992] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:783  load_library_at_path             [   0.14041] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.14047] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.14053] added dtor for timer 0000000002bdab30, func 00007ffe1c57fb3b
dtor     D               dtor.c:196  _al_register_destructor          [   0.14055] added dtor for queue 0000000002bdce10, func 00007ffe1c56c5dc
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14174] opening ./assets/image/game_icon.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14197] opening ./assets/image/game_icon.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14215] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14217] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14219] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14220] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14221] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14222] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14223] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14224] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14225] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.14226] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.14228] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.14229] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.14230] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14252] added dtor for bitmap 0000000002be0e00, func 00007ffe1c541bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14895] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14901] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14902] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14903] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14904] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14905] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14906] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14908] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.14909] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.14910] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.14911] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.14912] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.14913] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14934] added dtor for bitmap 0000000002bdcee0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15650] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15659] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.15941] removed dtor for bitmap 0000000002bdcee0
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.16162] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.16170] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.16172] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.16173] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.16174] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.16176] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.16177] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.16178] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.16180] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.16182] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.16183] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.16185] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.16187] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.16213] added dtor for bitmap 0000000002bdcee0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.16685] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.16695] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.16932] removed dtor for bitmap 0000000002bdcee0
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   0.17195] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   0.17205] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.17209] added dtor for voice 0000000002bdd560, func 00007ffe1c675024
dtor     D               dtor.c:196  _al_register_destructor          [   0.17212] added dtor for mixer 0000000002bdcee0, func 00007ffe1c6704dc
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.17216] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.17218] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.17474] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.17481] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.17490] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.17493] added dtor for sample_instance 0000000002bddba0, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17496] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17497] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17498] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17500] added dtor for sample_instance 0000000002bdfcd0, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17501] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17502] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17503] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17505] added dtor for sample_instance 0000000002bdfdf0, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17506] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17507] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17508] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17510] added dtor for sample_instance 0000000002bdd8b0, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17518] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17522] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17523] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17524] added dtor for sample_instance 0000000002bdd9d0, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17526] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17527] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17528] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17529] added dtor for sample_instance 0000000002bdff10, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17531] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17532] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17533] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17534] added dtor for sample_instance 0000000002be0030, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17535] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17537] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17538] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17539] added dtor for sample_instance 0000000002be0150, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17540] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17541] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17542] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17544] added dtor for sample_instance 0000000002be0380, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17545] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17546] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17547] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17548] added dtor for sample_instance 0000000002be04a0, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17550] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17551] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17553] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17554] added dtor for sample_instance 0000000002bed020, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17556] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17557] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17559] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17560] added dtor for sample_instance 0000000002bed140, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17561] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17562] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17564] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17565] added dtor for sample_instance 0000000002bed260, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17566] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17567] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17569] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17570] added dtor for sample_instance 0000000002bed970, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17572] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17573] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17574] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17576] added dtor for sample_instance 0000000002bed730, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17577] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17578] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17579] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.17581] added dtor for sample_instance 0000000002bed4f0, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17582] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17583] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17584] 
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17587] opening ./assets/font/Caviar_Dreams_Bold.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.17622] Font ./assets/font/Caviar_Dreams_Bold.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.17626]     ascent=12.0, descent=-4.0, height=15.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.17628] added dtor for ttf_font 0000000002be0640, func 00007ffe1c664c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17630] opening ./assets/font/courbd.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.17661] Font ./assets/font/courbd.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.17664]     ascent=10.0, descent=-4.0, height=14.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.17666] added dtor for ttf_font 0000000002be0910, func 00007ffe1c664c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17667] opening ./assets/font/Caviar_Dreams_Bold.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.17686] Font ./assets/font/Caviar_Dreams_Bold.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.17690]     ascent=24.0, descent=-7.0, height=30.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.17691] added dtor for ttf_font 0000000002be0be0, func 00007ffe1c664c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17695] opening ./assets/font/courbd.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.17719] Font ./assets/font/courbd.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.17721]     ascent=20.0, descent=-8.0, height=27.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.17722] added dtor for ttf_font 0000000002be0cd0, func 00007ffe1c664c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17724] opening ./assets/font/Caviar_Dreams_Bold.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.17739] Font ./assets/font/Caviar_Dreams_Bold.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.17741]     ascent=36.0, descent=-11.0, height=46.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.17742] added dtor for ttf_font 0000000002be0af0, func 00007ffe1c664c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17744] opening ./assets/font/courbd.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.17763] Font ./assets/font/courbd.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.17766]     ascent=30.0, descent=-11.0, height=41.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.17767] added dtor for ttf_font 0000000002c13500, func 00007ffe1c664c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17771] opening ./assets/image/love.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17792] opening ./assets/image/love.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17811] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17814] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17815] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17817] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17818] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17819] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17820] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17821] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17822] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.17823] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.17824] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.17826] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.17827] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.17845] added dtor for bitmap 0000000002c1ff80, func 00007ffe1c541bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17876] opening ./assets/image/tower/Arcane_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17910] opening ./assets/image/tower/Arcane_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17929] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17932] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17933] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17935] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17937] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17938] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17939] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17940] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.17942] Fake format
